Synonym,ChecklistName
Sonerila cantonensis,Sonerila cantonensis
Sonerila erecta,Sonerila erecta
Sonerila tenera,Sonerila erecta
Sonneratia apetala,Sonneratia apetala
Sonneratia caseolaris,Sonneratia caseolaris
Sophora japonica,Sophora japonica
Sophora tomentosa,Sophora tomentosa
Sopubia lasiocarpa,Sopubia matsumurae
Sopubia matsumurae,Sopubia matsumurae
Sopubia stricta,Sopubia matsumurae
Sorghum bicolor,Sorghum bicolor
Sorghum vulgare,Sorghum bicolor
Sorghum halepense,Sorghum halepense
Sorghum nitidum,Sorghum nitidum
Sorghum propinquum,Sorghum propinquum
Sorghum sudanense,Sorghum sudanense
Sparaxis grandiflora,Sparaxis grandiflora
Spathiphyllum floribundum,Spathiphyllum floribundum
Spathodea campanulata,Spathodea campanulata
Spathoglottis fortunei,Spathoglottis pubescens
Spathoglottis pubescens,Spathoglottis pubescens
Spatholobus suberectus,Spatholobus suberectus
Anas clypeata,Spatula clypeata
Spatula clypeata,Spatula clypeata
Anas querquedula,Spatula querquedula
Spatula querquedula,Spatula querquedula
Spergularia marina,Spergularia salina
Spergularia salina,Spergularia salina
Borreria articularis,Spermacoce articularis
Spermacoce articularis,Spermacoce articularis
Borreria latifolia,Spermacoce latifolia
Spermacoce latifolia,Spermacoce latifolia
Borreria repens,Spermacoce mauritiana
Spermacoce mauritiana,Spermacoce mauritiana
Spermacoce prostrata,Spermacoce prostrata
Borreria stricta,Spermacoce stricta
Spermacoce stricta,Spermacoce stricta
Sphaerocaryum malaccense,Sphaerocaryum malaccense
Cyathea lepifera,Sphaeropteris lepifera
Sphaeropteris lepifera,Sphaeropteris lepifera
Sphenoclea zeylanica,Sphenoclea zeylanica
Sphenomeris biflora,Sphenomeris biflora
Stenoloma biflorum,Sphenomeris biflora
Odontosoria chinensis,Sphenomeris chinensis
Sphenomeris chinensis,Sphenomeris chinensis
Stenoloma chusana,Sphenomeris chinensis
Lygosoma incognitos,Sphenomorphus incognitus
Sphenomorphus incognitus,Sphenomorphus incognitus
Lygosoma indicum,Sphenomorphus indicus
Sphenomorphus indicus,Sphenomorphus indicus
Spilanthes grandiflora,Spilanthes grandiflora
Spilanthes paniculata,Spilanthes paniculata
Acmella paniculata,Spilanthes paniculata
Spilopelia chinensis,Spilopelia chinensis
Streptopelia chinensis,Spilopelia chinensis
Spilopelia chinensis chinensis,Spilopelia chinensis
Spilopelia chinensis tigrina,Spilopelia chinensis
Spilornis cheela,Spilornis cheela
Spinacia oleracea,Spinacia oleracea
Spindasis lohita,Spindasis lohita
Cigaritis lohita,Spindasis lohita
Spindasis syama,Spindasis syama
Cigaritis syama,Spindasis syama
Spinifex littoreus,Spinifex littoreus
Carduelis spinus,Spinus spinus
Spinus spinus,Spinus spinus
Spiraea cantoniensis,Spiraea cantoniensis
Spiraea chinensis,Spiraea chinensis
Spiraea prunifolia,Spiraea prunifolia
Spiraea thunbergii,Spiraea thunbergii
Spiranthes hongkongensis,Spiranthes hongkongensis
Spiranthes × hongkongensis,Spiranthes hongkongensis
Spiranthes sinensis,Spiranthes sinensis
Spirodela polyrhiza,Spirodela polyrhiza
Poliopsar cineraceus,Spodiopsar cineraceus
Spodiopsar cineraceus,Spodiopsar cineraceus
Sturnus cineraceus,Spodiopsar cineraceus
Poliopsar sericeus,Spodiopsar sericeus
Spodiopsar sericeus,Spodiopsar sericeus
Sturnus sericeus,Spodiopsar sericeus
Spondias dulcis,Spondias dulcis
Spondias lakonensis,Spondias lakonensis
Sporobolus fertilis,Sporobolus fertilis
Sporobolus virginicus,Sporobolus virginicus
Sprekelia formosissima,Sprekelia formosissima
Stachys geobombycis,Stachys geobombycis
Stachytarpheta jamaicensis,Stachytarpheta jamaicensis
Stachytarpheta urticifolia,Stachytarpheta jamaicensis
Stahlianthus involucratus,Stahlianthus involucratus
Staphida torqueola,Staphida torqueola
Yuhina castaniceps,Staphida torqueola
Yuhina torqueola,Staphida torqueola
Staphida castaniceps,Staphida torqueola
Stauntonia brunoniana,Stauntonia brunoniana
Stauntonia elliptica,Stauntonia brunoniana
Stauntonia chinensis,Stauntonia chinensis
Stauntonia hexaphylla,Stauntonia chinensis
Stauntonia decora,Stauntonia decora
Stauntonia obovata,Stauntonia obovata
Staurogyne concinnula,Staurogyne concinnula
Stellaria alsine,Stellaria alsine
Stellaria uliginosa,Stellaria alsine
Stellaria media,Stellaria media
Stemona tuberosa,Stemona tuberosa
Stenochlaena palustris,Stenochlaena palustris
Stenogobius sp.1,Stenogobius sp.1
Stenotaphrum helferi,Stenotaphrum helferi
Stenotaphrum secundatum,Stenotaphrum secundatum
Stephania longa,Stephania longa
Stephania tetrandra,Stephania tetrandra
Stercorarius longicaudus,Stercorarius longicaudus
Stercorarius parasiticus,Stercorarius parasiticus
Stercorarius pomarinus,Stercorarius pomarinus
Sterculia lanceolata,Sterculia lanceolata
Sterculia monosperma,Sterculia monosperma
Sterculia nobilis,Sterculia monosperma
Sterna dougallii,Sterna dougallii
Sterna hirundo,Sterna hirundo
Sterna sumatrana,Sterna sumatrana
Sterna albifrons,Sternula albifrons
Sternula albifrons,Sternula albifrons
Hartia villosa,Stewartia villosa
Hartia villosa var. kwangtungensis,Stewartia villosa
Stewartia pteropetiolata,Stewartia villosa
Stewartia villosa,Stewartia villosa
Hartia villosa kwangtungensis,Stewartia villosa
Sticherus laevigatus,Sticherus laevigatus
Microsicydium atropurpureum,Stiphodon atropurpureus
Microsicydium formosum,Stiphodon atropurpureus
Stiphodon atropurpureum,Stiphodon atropurpureus
Stiphodon atropurpureus,Stiphodon atropurpureus
Stiphodon imperiorientis,Stiphodon imperiorientis
Stiphodon (cf. multisquamus) sp. 1,Stiphodon multisquamus
Stiphodon elegans multisquamus,Stiphodon multisquamus
Stiphodon multisquamus,Stiphodon multisquamus
Stiphodon palawanensis,Stiphodon palawanensis
Stiphodon percnopterygionus,Stiphodon percnopterygionus
Stokesia cyanea,Stokesia cyanea
Stokesia laevis,Stokesia cyanea
Anchoviella chinensis,Stolephorus chinensis
Stolephorus chinensis,Stolephorus chinensis
Strelitzia nicolai,Strelitzia nicolai
Strelitzia reginae,Strelitzia reginae
Streptopelia decaocto,Streptopelia decaocto
Streptopelia orientalis,Streptopelia orientalis
Streptopelia tranquebarica,Streptopelia tranquebarica
Striga asiatica,Striga asiatica
Striga lutea,Striga asiatica
Striga masuria,Striga masuria
Strix leptogrammica,Strix leptogrammica
Gutzlaffia aprica,Strobilanthes apricus
Strobilanthes apricus,Strobilanthes apricus
Strobilanthes cusia,Strobilanthes cusia
Sanchezia divaricatus,Strobilanthes dalzielii
Strobilanthes dalzielii,Strobilanthes dalzielii
Strobilanthes divaricatus,Strobilanthes dalzielii
Goldfussia dimorphotricha,Strobilanthes dimorphotricha
Goldfussia pentstemonoides,Strobilanthes dimorphotricha
Strobilanthes dimorphotricha,Strobilanthes dimorphotricha
Strobilanthes pentstemonoides,Strobilanthes dimorphotricha
Strobilanthes tetraspermus,Strobilanthes tetraspermus
Strobilanthes tetrasperma,Strobilanthes tetraspermus
Stromanthe sanguinea,Stromanthe sanguinea
Strongylodon macrobotrys,Strongylodon macrobotrys
Strongylura strongylura,Strongylura strongylura
Strophanthus divaricatus,Strophanthus divaricatus
Strychnos angustiflora,Strychnos angustiflora
Strychnos cathayensis,Strychnos cathayensis
Strychnos umbellata,Strychnos umbellata
Sturnia malabarica,Sturnia malabarica
Sturnus malabaricus,Sturnia malabarica
Sturnia sinensis,Sturnia sinensis
Sturnus sinensis,Sturnia sinensis
Sturnus vulgaris,Sturnus vulgaris
Stylidium tenellum,Stylidium tenellum
Stylidium uliginosum,Stylidium uliginosum
Stylogomphus chunliuae,Stylogomphus chunliuae
Stylogomphus sp. 3,Stylogomphus sp. 3
Stylosanthes guianensis,Stylosanthes guianensis
Stylurus annulatus,Stylurus annulatus
Stylurus kreyenbergi,Stylurus annulatus
Stylurus clathratus,Stylurus clathratus
Styrax confusus,Styrax confusus
Styrax odoratissimus,Styrax odoratissimus
Styrax suberifolius,Styrax suberifolius
Suaeda australis,Suaeda australis
Suastus gremius,Suastus gremius
Sula dactylatra,Sula dactylatra
Sula leucogaster,Sula leucogaster
Sula sula,Sula sula
Suncus murinus,Suncus murinus
Surniculus dicruroides,Surniculus lugubris
Surniculus lugubris,Surniculus lugubris
Sus scrofa,Sus scrofa
Sus scrofa moupinensis,Sus scrofa
Swietenia mahagoni,Swietenia mahagoni
Syagrus romanzoffiana,Syagrus romanzoffiana
Hylarana guentheri,Sylvirana guentheri
Rana elegans,Sylvirana guentheri
Rana guentheri,Sylvirana guentheri
Sylvirana guentheri,Sylvirana guentheri
Symbrenthia lilaea,Symbrenthia lilaea
Symbrenthia lilaea luciana,Symbrenthia lilaea
Symbrenthia lilaea lunica,Symbrenthia lilaea
Sympetrum darwinianum,Sympetrum darwinianum
Sympetrum fonscolombii,Sympetrum fonscolombii
Symplocos adenophylla,Symplocos adenophylla
Symplocos adenopus,Symplocos adenopus
Symplocos anomala,Symplocos anomala
Symplocos cochinchinensis,Symplocos cochinchinensis
Symplocos cochinchinensis var. laurina,Symplocos cochinchinensis var. laurina
Symplocos laurina,Symplocos cochinchinensis var. laurina
Symplocos cochinchinensis laurina,Symplocos cochinchinensis var. laurina
Symplocos confusa,Symplocos confusa
Symplocos pendula,Symplocos confusa
Symplocos pendula var. hirtistylis,Symplocos confusa
Symplocos pendula hirtistylis,Symplocos confusa
Symplocos congesta,Symplocos congesta
Symplocos decora,Symplocos decora
Symplocos fordii,Symplocos fordii
Symplocos glauca,Symplocos glauca
Symplocos lancifolia,Symplocos lancifolia
Symplocos microcarpa,Symplocos lancifolia
Symplocos crassifolia,Symplocos lucida
Symplocos lucida,Symplocos lucida
Symplocos paniculata,Symplocos paniculata
Symplocos setchuensis,Symplocos setchuensis
Symplocos sumuntia,Symplocos sumuntia
Symplocos wikstroemiifolia,Symplocos wikstroemiifolia
Syncarpia glomulifera,Syncarpia glomulifera
Acanthogobius hasta,Synechogobius ommaturus
Acanthogobius ommaturus,Synechogobius ommaturus
Synechogobius hasta,Synechogobius ommaturus
Synechogobius ommaturus,Synechogobius ommaturus
Synedrella nodiflora,Synedrella nodiflora
Syngonium auritum,Syngonium auritum
Syngonium podophyllum,Syngonium podophyllum
Synsepalum dulcificum,Synsepalum dulcificum
Leptotes plinius,Syntarucus plinius
Syntarucus plinius,Syntarucus plinius
Synthliboramphus antiquus,Synthliboramphus antiquus
Synthliboramphus wumizusume,Synthliboramphus wumizusume
Eugenia sinensis,Syzygium buxifolium
Syzygium buxifolium,Syzygium buxifolium
Acmena championii,Syzygium championii
Eugenia championii,Syzygium championii
Syzygium championii,Syzygium championii
Syzygium cumini,Syzygium cumini
Syzygium euonymifolium,Syzygium euonymifolium
Syzygium hancei,Syzygium hancei
Syzygium impressum,Syzygium impressum
Syzygium jambos,Syzygium jambos
Syzygium kwangtungense,Syzygium kwangtungense
Syzygium levinei,Syzygium levinei
Syzygium odoratum,Syzygium odoratum
Syzygium rehderianum,Syzygium rehderianum
Syzygium samarangense,Syzygium samarangense
Tabebuia argentea,Tabebuia argentea
Tabebuia chrysantha,Tabebuia chrysantha
Tabebuia heterophylla,Tabebuia heterophylla
Ervatamia pallida,Tabernaemontana bovina
Tabernaemontana bovina,Tabernaemontana bovina
Ervatamia divaricata,Tabernaemontana divaricata
Tabernaemontana divaricata,Tabernaemontana divaricata
Tachybaptus ruficollis,Tachybaptus ruficollis
Tachybaptus ruficollis poggei,Tachybaptus ruficollis
Leiocassis virgatus,Tachysurus virgatus
Pelteobagrus virgatus,Tachysurus virgatus
Pseudobagrus virgatus,Tachysurus virgatus
Tachysurus virgatus,Tachysurus virgatus
Pteroloma triquetrum,Tadehagi triquetrum
Tadehagi triquetrum,Tadehagi triquetrum
Tadorna ferruginea,Tadorna ferruginea
Tadorna tadorna,Tadorna tadorna
Taenioides cirratus,Taenioides cirratus
Glaucidium brodiei,Taenioptynx brodiei
Taenioptynx brodiei,Taenioptynx brodiei
Tagetes erecta,Tagetes erecta
Tagetes patula,Tagetes patula
Tagetes tenuifolia,Tagetes tenuifolia
Tagiades litigiosus,Tagiades litigiosus
Tagiades litigiosa,Tagiades litigiosus
Tagiades menaka,Tagiades menaka
Tainia dunnii,Tainia dunnii
Tajuria cippus,Tajuria cippus
Tajuria maculata,Tajuria maculata
Fugu alboplumbeus,Takifugu alboplumbeus
Spheroides alboplumbeus,Takifugu alboplumbeus
Takifugu alboplumbeus,Takifugu alboplumbeus
Fugu niphobles,Takifugu niphobles
Lagocephalus niphobles,Takifugu niphobles
Spheroides niphobles,Takifugu niphobles
Takifugu niphobles,Takifugu niphobles
Fugu ocellatus,Takifugu ocellatus
Spheroides ocellatus,Takifugu ocellatus
Takifugu ocellatus,Takifugu ocellatus
Takydromus sexlineatus ocellatus,Takydromus sexlineatus ocellatus
Takydromus sexlineatus,Takydromus sexlineatus ocellatus
Talinum paniculatum,Talinum paniculatum
Talinum triangulare,Talinum triangulare
Tamarindus indica,Tamarindus indica
Tamarix chinensis,Tamarix chinensis
Aphyocypris pooni,Tanichthys albonubes
Tanichthys albonubes,Tanichthys albonubes
Taphozous melanopogon,Taphozous melanopogon
Taractrocera ceramas,Taractrocera ceramas
Taractrocera maevius,Taractrocera maevius
Taraka hamada,Taraka hamada
Taraxacum mongolicum,Taraxacum officinale
Taraxacum officinale,Taraxacum officinale
Cleome hassleriana,Tarenaya hassleriana
Tarenaya hassleriana,Tarenaya hassleriana
Cleome houtteana,Tarenaya hassleriana
Tarenna attenuata,Tarenna attenuata
Tarenna mollissima,Tarenna mollissima
Erithacus cyanurus,Tarsiger cyanurus
Tarsiger cyanurus,Tarsiger cyanurus
Taxillus chinensis,Taxillus chinensis
Taxodium distichum,Taxodium distichum
Tecoma capensis,Tecoma capensis
Tecomaria capensis,Tecoma capensis
Tecoma stans,Tecoma stans
Tectaria decurrens,Tectaria decurrens
Tectaria laciniata,Tectaria phaeocaulis
Tectaria phaeocaulis,Tectaria phaeocaulis
Tectaria subtriphylla,Tectaria subtriphylla
Tectona grandis,Tectona grandis
Telicota bambusae,Telicota bambusae
Telicota ancilla,Telicota bambusae
Telicota ancilla horisha,Telicota bambusae
Telicota besta,Telicota besta
Telicota colon,Telicota colon
Telicota ohara,Telicota ohara
Telosma cordata,Telosma cordata
Tephrosia candida,Tephrosia candida
Tephrosia purpurea,Tephrosia purpurea
Tephrosia vestita,Tephrosia vestita
Terapon jarbua,Terapon jarbua
Terminalia arjuna,Terminalia arjuna
Terminalia catappa,Terminalia catappa
Terminalia chebula,Terminalia chebula
Terminalia mantaly,Terminalia mantaly
Terminalia muelleri,Terminalia muelleri
Ternstroemia gymnanthera,Ternstroemia gymnanthera
Ternstroemia kwangtungensis,Ternstroemia kwangtungensis
Ternstroemia luteoflora,Ternstroemia luteoflora
Ternstroemia microphylla,Ternstroemia microphylla
Ternstroemia pseudoverticillata,Ternstroemia microphylla
Terpsiphone atrocaudata,Terpsiphone atrocaudata
Terpsiphone incei,Terpsiphone incei
Terpsiphone paradisi,Terpsiphone incei
Tetracanthagyna waterhousei,Tetracanthagyna waterhousei
Tetracera asiatica,Tetracera asiatica
Tetracera sarmentosa,Tetracera asiatica
Tetradium glabrifolium,Tetradium glabrifolium
Tetragonia tetragonioides,Tetragonia tetragonioides
Tetrapanax papyriferum,Tetrapanax papyriferus
Tetrapanax papyriferus,Tetrapanax papyriferus
Tetrastigma hemsleyanum,Tetrastigma hemsleyanum
Tetrastigma planicaule,Tetrastigma planicaule
Teucrium quadrifarium,Teucrium quadrifarium
Teucrium japonicum,Teucrium viscidum
Teucrium viscidum,Teucrium viscidum
Sterna bergii,Thalasseus bergii
Thalasseus bergii,Thalasseus bergii
Thalictrum acutifolium,Thalictrum acutifolium
Thalictrum clavatum,Thalictrum acutifolium
Thalictrum umbricola,Thalictrum acutifolium
Thelasis hongkonensis,Thelasis pygmaea
Thelasis hongkongensis,Thelasis pygmaea
Thelasis pygmaea,Thelasis pygmaea
Themeda japonica,Themeda triandra
Themeda triandra,Themeda triandra
Themeda gigantea var. villosa,Themeda villosa
Themeda villosa,Themeda villosa
Themeda gigantea villosa,Themeda villosa
Thesium chinense,Thesium chinense
Hibiscus populneus,Thespesia populnea
Thespesia populnea,Thespesia populnea
Thevetia peruviana,Thevetia peruviana
Cascabela thevetia,Thevetia peruviana
Thevetia peruviana 'Aurantiana',Thevetia peruviana 'Aurantiana'
Thismia hongkongensis,Thismia hongkongensis
Thismia tentaculata,Thismia tentaculata
Tholymis tillarga,Tholymis tillarga
Thoressa monastyrskyi,Thoressa monastyrskyi
Threskiornis melanocephalus,Threskiornis melanocephalus
Thrixspermum centipeda,Thrixspermum centipeda
Thrixspermum hainanensis,Thrixspermum centipeda
Thryallis glauca,Thryallis gracilis
Thryallis gracilis,Thryallis gracilis
Thryssa hamiltonii,Thryssa hamiltonii
Thuarea involuta,Thuarea involuta
Thunbergia alata,Thunbergia alata
Thunbergia erecta,Thunbergia erecta
Thunbergia fragrans,Thunbergia fragrans
Thunbergia grandiflora,Thunbergia grandiflora
Thunbergia laurifolia,Thunbergia laurifolia
Thunbergia mysorensis,Thunbergia mysorensis
Thymus vulgaris,Thymus vulgaris
Thyrsocalamus liang,Thyrsocalamus liang
Bambusa siamensis,Thyrsostachys siamensis
Thyrsostachys siamensis,Thyrsostachys siamensis
Thysanolaena agrostis,Thysanolaena latifolia
Thysanolaena latifolia,Thysanolaena latifolia
Thysanolaena maxima,Thysanolaena latifolia
Thysanotus chinensis,Thysanotus chinensis
Tigridia pavonia,Tigridia pavonia
Tinospora sagittata,Tinospora sagittata
Tinospora sinensis,Tinospora sinensis
Tipuana tipu,Tipuana tipu
Tirumala limniace,Tirumala limniace
Danaus hamata septentrionis,Tirumala septentrionis
Tirumala septentrionis,Tirumala septentrionis
Tithonia diversifolia,Tithonia diversifolia
Todallia asiatica,Toddalia asiatica
Toddalia asiatica,Toddalia asiatica
Zanthoxylum asiaticum,Toddalia asiatica
Halcyon chloris,Todiramphus chloris
Todiramphus chloris,Todiramphus chloris
Todirhamphus chloris,Todiramphus chloris
Toona rubriflora,Toona rubriflora
Toona sinensis,Toona sinensis
Torenia asiatica,Torenia asiatica
Torenia glabra,Torenia asiatica
Torenia benthamiana,Torenia benthamiana
Torenia biniflora,Torenia biniflora
Torenia concolor,Torenia concolor
Torenia flava,Torenia flava
Torenia fordii,Torenia fordii
Torenia fournieri,Torenia fournieri
Tournefortia montana,Tournefortia montana
Toxabramis houdemeri,Toxabramis houdemeri
Toxocarpus fuscus,Toxocarpus fuscus
Toxocarpus wightianus,Toxocarpus wightianus
Trachelospermum jasminoides,Trachelospermum jasminoides
Chrysemys scripta elegans,Trachemys scripta elegans
Pseudemys scripta elegans,Trachemys scripta elegans
Trachemys scripta elegans,Trachemys scripta elegans
Trachemys scripta,Trachemys scripta elegans
Trachycarpus fortunei,Trachycarpus fortunei
Tradescantia fluminensis,Tradescantia fluminensis
Tradescantia pallida,Tradescantia pallida
Rhoeo discolor,Tradescantia spathacea
Tradescantia spathacea,Tradescantia spathacea
Tradescantia zebrina,Tradescantia zebrina
Zebrina pendula,Tradescantia zebrina
Tramea transmarina euryale,Tramea transmarina euryale
Tramea virginia,Tramea virginia
Trema cannabina,Trema cannabina
Celtis orientalis,Trema orientalis
Trema orientalis,Trema orientalis
Trema tomentosa,Trema tomentosa
Treron bicincta,Treron bicinctus
Treron bicinctus,Treron bicinctus
Treron curvirostra,Treron curvirostra
Treron permagnus,Treron permagnus
Sphenurus sieboldii,Treron sieboldii
Treron sieboldii,Treron sieboldii
Treron sphenurus,Treron sphenurus
